,filedir,S_id,label
1361,./image_patches/low\S10\patch81.png,S10,low
1362,./image_patches/low\S10\patch82.png,S10,low
1363,./image_patches/low\S10\patch83.png,S10,low
1364,./image_patches/low\S10\patch84.png,S10,low
1365,./image_patches/low\S10\patch85.png,S10,low
1366,./image_patches/low\S10\patch86.png,S10,low
1367,./image_patches/low\S10\patch87.png,S10,low
1368,./image_patches/low\S10\patch88.png,S10,low
1369,./image_patches/low\S10\patch89.png,S10,low
1370,./image_patches/low\S10\patch90.png,S10,low
1371,./image_patches/low\S10\patch91.png,S10,low
1372,./image_patches/low\S10\patch92.png,S10,low
1373,./image_patches/low\S10\patch93.png,S10,low
1374,./image_patches/low\S10\patch94.png,S10,low
1375,./image_patches/low\S10\patch95.png,S10,low
1376,./image_patches/low\S10\patch96.png,S10,low
1377,./image_patches/low\S10\patch97.png,S10,low
1378,./image_patches/low\S10\patch98.png,S10,low
1379,./image_patches/low\S10\patch99.png,S10,low
1380,./image_patches/low\S11\patch01.png,S11,low
1381,./image_patches/low\S11\patch02.png,S11,low
1382,./image_patches/low\S11\patch03.png,S11,low
1383,./image_patches/low\S11\patch04.png,S11,low
1384,./image_patches/low\S11\patch05.png,S11,low
1385,./image_patches/low\S11\patch06.png,S11,low
1386,./image_patches/low\S11\patch07.png,S11,low
1387,./image_patches/low\S11\patch08.png,S11,low
1388,./image_patches/low\S11\patch09.png,S11,low
1389,./image_patches/low\S11\patch10.png,S11,low
1390,./image_patches/low\S11\patch100.png,S11,low
1391,./image_patches/low\S11\patch101.png,S11,low
1392,./image_patches/low\S11\patch102.png,S11,low
1393,./image_patches/low\S11\patch103.png,S11,low
1394,./image_patches/low\S11\patch104.png,S11,low
1395,./image_patches/low\S11\patch105.png,S11,low
1396,./image_patches/low\S11\patch106.png,S11,low
1397,./image_patches/low\S11\patch107.png,S11,low
1398,./image_patches/low\S11\patch108.png,S11,low
1399,./image_patches/low\S11\patch109.png,S11,low
1400,./image_patches/low\S11\patch11.png,S11,low
1401,./image_patches/low\S11\patch110.png,S11,low
1402,./image_patches/low\S11\patch111.png,S11,low
1403,./image_patches/low\S11\patch112.png,S11,low
1404,./image_patches/low\S11\patch113.png,S11,low
1405,./image_patches/low\S11\patch114.png,S11,low
1406,./image_patches/low\S11\patch115.png,S11,low
1407,./image_patches/low\S11\patch116.png,S11,low
1408,./image_patches/low\S11\patch117.png,S11,low
1409,./image_patches/low\S11\patch118.png,S11,low
1410,./image_patches/low\S11\patch119.png,S11,low
1411,./image_patches/low\S11\patch12.png,S11,low
1412,./image_patches/low\S11\patch120.png,S11,low
1413,./image_patches/low\S11\patch121.png,S11,low
1414,./image_patches/low\S11\patch122.png,S11,low
1415,./image_patches/low\S11\patch123.png,S11,low
1416,./image_patches/low\S11\patch124.png,S11,low
1417,./image_patches/low\S11\patch125.png,S11,low
1418,./image_patches/low\S11\patch126.png,S11,low
1419,./image_patches/low\S11\patch127.png,S11,low
1420,./image_patches/low\S11\patch128.png,S11,low
1421,./image_patches/low\S11\patch13.png,S11,low
1422,./image_patches/low\S11\patch14.png,S11,low
1423,./image_patches/low\S11\patch15.png,S11,low
1424,./image_patches/low\S11\patch16.png,S11,low
1425,./image_patches/low\S11\patch17.png,S11,low
1426,./image_patches/low\S11\patch18.png,S11,low
1427,./image_patches/low\S11\patch19.png,S11,low
1428,./image_patches/low\S11\patch20.png,S11,low
1429,./image_patches/low\S11\patch21.png,S11,low
1430,./image_patches/low\S11\patch22.png,S11,low
1431,./image_patches/low\S11\patch23.png,S11,low
1432,./image_patches/low\S11\patch24.png,S11,low
1433,./image_patches/low\S11\patch25.png,S11,low
1434,./image_patches/low\S11\patch26.png,S11,low
1435,./image_patches/low\S11\patch27.png,S11,low
1436,./image_patches/low\S11\patch28.png,S11,low
1437,./image_patches/low\S11\patch29.png,S11,low
1438,./image_patches/low\S11\patch30.png,S11,low
1439,./image_patches/low\S11\patch31.png,S11,low
1440,./image_patches/low\S11\patch32.png,S11,low
1441,./image_patches/low\S11\patch33.png,S11,low
1442,./image_patches/low\S11\patch34.png,S11,low
1443,./image_patches/low\S11\patch35.png,S11,low
1444,./image_patches/low\S11\patch36.png,S11,low
1445,./image_patches/low\S11\patch37.png,S11,low
1446,./image_patches/low\S11\patch38.png,S11,low
1447,./image_patches/low\S11\patch39.png,S11,low
1448,./image_patches/low\S11\patch40.png,S11,low
1449,./image_patches/low\S11\patch41.png,S11,low
1450,./image_patches/low\S11\patch42.png,S11,low
1451,./image_patches/low\S11\patch43.png,S11,low
1452,./image_patches/low\S11\patch44.png,S11,low
1453,./image_patches/low\S11\patch45.png,S11,low
1454,./image_patches/low\S11\patch46.png,S11,low
1455,./image_patches/low\S11\patch47.png,S11,low
1456,./image_patches/low\S11\patch48.png,S11,low
1457,./image_patches/low\S11\patch49.png,S11,low
1458,./image_patches/low\S11\patch50.png,S11,low
1459,./image_patches/low\S11\patch51.png,S11,low
1460,./image_patches/low\S11\patch52.png,S11,low
1461,./image_patches/low\S11\patch53.png,S11,low
1462,./image_patches/low\S11\patch54.png,S11,low
1463,./image_patches/low\S11\patch55.png,S11,low
1464,./image_patches/low\S11\patch56.png,S11,low
1465,./image_patches/low\S11\patch57.png,S11,low
1466,./image_patches/low\S11\patch58.png,S11,low
1467,./image_patches/low\S11\patch59.png,S11,low
1468,./image_patches/low\S11\patch60.png,S11,low
1469,./image_patches/low\S11\patch61.png,S11,low
1470,./image_patches/low\S11\patch62.png,S11,low
1471,./image_patches/low\S11\patch63.png,S11,low
1472,./image_patches/low\S11\patch64.png,S11,low
1473,./image_patches/low\S11\patch65.png,S11,low
1474,./image_patches/low\S11\patch66.png,S11,low
1475,./image_patches/low\S11\patch67.png,S11,low
1476,./image_patches/low\S11\patch68.png,S11,low
1477,./image_patches/low\S11\patch69.png,S11,low
1478,./image_patches/low\S11\patch70.png,S11,low
1479,./image_patches/low\S11\patch71.png,S11,low
1480,./image_patches/low\S11\patch72.png,S11,low
1481,./image_patches/low\S11\patch73.png,S11,low
1482,./image_patches/low\S11\patch74.png,S11,low
1483,./image_patches/low\S11\patch75.png,S11,low
1484,./image_patches/low\S11\patch76.png,S11,low
1485,./image_patches/low\S11\patch77.png,S11,low
1486,./image_patches/low\S11\patch78.png,S11,low
1487,./image_patches/low\S11\patch79.png,S11,low
1488,./image_patches/low\S11\patch80.png,S11,low
1489,./image_patches/low\S11\patch81.png,S11,low
1490,./image_patches/low\S11\patch82.png,S11,low
1491,./image_patches/low\S11\patch83.png,S11,low
1492,./image_patches/low\S11\patch84.png,S11,low
1493,./image_patches/low\S11\patch85.png,S11,low
1494,./image_patches/low\S11\patch86.png,S11,low
1495,./image_patches/low\S11\patch87.png,S11,low
1496,./image_patches/low\S11\patch88.png,S11,low
1497,./image_patches/low\S11\patch89.png,S11,low
1498,./image_patches/low\S11\patch90.png,S11,low
1499,./image_patches/low\S11\patch91.png,S11,low
1500,./image_patches/low\S11\patch92.png,S11,low
1501,./image_patches/low\S11\patch93.png,S11,low
1502,./image_patches/low\S11\patch94.png,S11,low
1503,./image_patches/low\S11\patch95.png,S11,low
1504,./image_patches/low\S11\patch96.png,S11,low
1505,./image_patches/low\S11\patch97.png,S11,low
1506,./image_patches/low\S11\patch98.png,S11,low
1507,./image_patches/low\S11\patch99.png,S11,low
1508,./image_patches/low\S12\patch01.png,S12,low
1509,./image_patches/low\S12\patch02.png,S12,low
1510,./image_patches/low\S12\patch03.png,S12,low
1511,./image_patches/low\S12\patch04.png,S12,low
1512,./image_patches/low\S12\patch05.png,S12,low
1513,./image_patches/low\S12\patch06.png,S12,low
1514,./image_patches/low\S12\patch07.png,S12,low
1515,./image_patches/low\S12\patch08.png,S12,low
1516,./image_patches/low\S12\patch09.png,S12,low
1517,./image_patches/low\S12\patch10.png,S12,low
1518,./image_patches/low\S12\patch100.png,S12,low
1519,./image_patches/low\S12\patch101.png,S12,low
1520,./image_patches/low\S12\patch102.png,S12,low
1521,./image_patches/low\S12\patch103.png,S12,low
1522,./image_patches/low\S12\patch104.png,S12,low
1523,./image_patches/low\S12\patch105.png,S12,low
1524,./image_patches/low\S12\patch106.png,S12,low
1525,./image_patches/low\S12\patch107.png,S12,low
1526,./image_patches/low\S12\patch108.png,S12,low
1527,./image_patches/low\S12\patch109.png,S12,low
1528,./image_patches/low\S12\patch11.png,S12,low
1529,./image_patches/low\S12\patch110.png,S12,low
1530,./image_patches/low\S12\patch111.png,S12,low
1531,./image_patches/low\S12\patch112.png,S12,low
1532,./image_patches/low\S12\patch113.png,S12,low
1533,./image_patches/low\S12\patch114.png,S12,low
1534,./image_patches/low\S12\patch115.png,S12,low
1535,./image_patches/low\S12\patch116.png,S12,low
1536,./image_patches/low\S12\patch117.png,S12,low
1537,./image_patches/low\S12\patch118.png,S12,low
1538,./image_patches/low\S12\patch119.png,S12,low
1539,./image_patches/low\S12\patch12.png,S12,low
1540,./image_patches/low\S12\patch120.png,S12,low
1541,./image_patches/low\S12\patch121.png,S12,low
1542,./image_patches/low\S12\patch122.png,S12,low
1543,./image_patches/low\S12\patch123.png,S12,low
1544,./image_patches/low\S12\patch124.png,S12,low
1545,./image_patches/low\S12\patch125.png,S12,low
1546,./image_patches/low\S12\patch126.png,S12,low
1547,./image_patches/low\S12\patch13.png,S12,low
1548,./image_patches/low\S12\patch14.png,S12,low
1549,./image_patches/low\S12\patch15.png,S12,low
1550,./image_patches/low\S12\patch16.png,S12,low
1551,./image_patches/low\S12\patch17.png,S12,low
1552,./image_patches/low\S12\patch18.png,S12,low
1553,./image_patches/low\S12\patch19.png,S12,low
1554,./image_patches/low\S12\patch20.png,S12,low
1555,./image_patches/low\S12\patch21.png,S12,low
1556,./image_patches/low\S12\patch22.png,S12,low
1557,./image_patches/low\S12\patch23.png,S12,low
1558,./image_patches/low\S12\patch24.png,S12,low
1559,./image_patches/low\S12\patch25.png,S12,low
1560,./image_patches/low\S12\patch26.png,S12,low
1561,./image_patches/low\S12\patch27.png,S12,low
1562,./image_patches/low\S12\patch28.png,S12,low
1563,./image_patches/low\S12\patch29.png,S12,low
1564,./image_patches/low\S12\patch30.png,S12,low
1565,./image_patches/low\S12\patch31.png,S12,low
1566,./image_patches/low\S12\patch32.png,S12,low
1567,./image_patches/low\S12\patch33.png,S12,low
1568,./image_patches/low\S12\patch34.png,S12,low
1569,./image_patches/low\S12\patch35.png,S12,low
1570,./image_patches/low\S12\patch36.png,S12,low
1571,./image_patches/low\S12\patch37.png,S12,low
1572,./image_patches/low\S12\patch38.png,S12,low
1573,./image_patches/low\S12\patch39.png,S12,low
1574,./image_patches/low\S12\patch40.png,S12,low
1575,./image_patches/low\S12\patch41.png,S12,low
1576,./image_patches/low\S12\patch42.png,S12,low
1577,./image_patches/low\S12\patch43.png,S12,low
1578,./image_patches/low\S12\patch44.png,S12,low
1579,./image_patches/low\S12\patch45.png,S12,low
1580,./image_patches/low\S12\patch46.png,S12,low
1581,./image_patches/low\S12\patch47.png,S12,low
1582,./image_patches/low\S12\patch48.png,S12,low
1583,./image_patches/low\S12\patch49.png,S12,low
1584,./image_patches/low\S12\patch50.png,S12,low
1585,./image_patches/low\S12\patch51.png,S12,low
1586,./image_patches/low\S12\patch52.png,S12,low
1587,./image_patches/low\S12\patch53.png,S12,low
1588,./image_patches/low\S12\patch54.png,S12,low
1589,./image_patches/low\S12\patch55.png,S12,low
1590,./image_patches/low\S12\patch56.png,S12,low
1591,./image_patches/low\S12\patch57.png,S12,low
1592,./image_patches/low\S12\patch58.png,S12,low
1593,./image_patches/low\S12\patch59.png,S12,low
1594,./image_patches/low\S12\patch60.png,S12,low
1595,./image_patches/low\S12\patch61.png,S12,low
1596,./image_patches/low\S12\patch62.png,S12,low
1597,./image_patches/low\S12\patch63.png,S12,low
1598,./image_patches/low\S12\patch64.png,S12,low
1599,./image_patches/low\S12\patch65.png,S12,low
1600,./image_patches/low\S12\patch66.png,S12,low
1601,./image_patches/low\S12\patch67.png,S12,low
1602,./image_patches/low\S12\patch68.png,S12,low
1603,./image_patches/low\S12\patch69.png,S12,low
1604,./image_patches/low\S12\patch70.png,S12,low
1605,./image_patches/low\S12\patch71.png,S12,low
1606,./image_patches/low\S12\patch72.png,S12,low
1607,./image_patches/low\S12\patch73.png,S12,low
1608,./image_patches/low\S12\patch74.png,S12,low
1609,./image_patches/low\S12\patch75.png,S12,low
1610,./image_patches/low\S12\patch76.png,S12,low
1611,./image_patches/low\S12\patch77.png,S12,low
1612,./image_patches/low\S12\patch78.png,S12,low
1613,./image_patches/low\S12\patch79.png,S12,low
1614,./image_patches/low\S12\patch80.png,S12,low
1615,./image_patches/low\S12\patch81.png,S12,low
1616,./image_patches/low\S12\patch82.png,S12,low
1617,./image_patches/low\S12\patch83.png,S12,low
1618,./image_patches/low\S12\patch84.png,S12,low
1619,./image_patches/low\S12\patch85.png,S12,low
1620,./image_patches/low\S12\patch86.png,S12,low
1621,./image_patches/low\S12\patch87.png,S12,low
1622,./image_patches/low\S12\patch88.png,S12,low
1623,./image_patches/low\S12\patch89.png,S12,low
1624,./image_patches/low\S12\patch90.png,S12,low
1625,./image_patches/low\S12\patch91.png,S12,low
1626,./image_patches/low\S12\patch92.png,S12,low
1627,./image_patches/low\S12\patch93.png,S12,low
1628,./image_patches/low\S12\patch94.png,S12,low
1629,./image_patches/low\S12\patch95.png,S12,low
1630,./image_patches/low\S12\patch96.png,S12,low
1631,./image_patches/low\S12\patch97.png,S12,low
1632,./image_patches/low\S12\patch98.png,S12,low
1633,./image_patches/low\S12\patch99.png,S12,low
1634,./image_patches/low\S13\patch01.png,S13,low
1635,./image_patches/low\S13\patch02.png,S13,low
1636,./image_patches/low\S13\patch03.png,S13,low
1637,./image_patches/low\S13\patch04.png,S13,low
1638,./image_patches/low\S13\patch05.png,S13,low
1639,./image_patches/low\S13\patch06.png,S13,low
1640,./image_patches/low\S13\patch07.png,S13,low
1641,./image_patches/low\S13\patch08.png,S13,low
1642,./image_patches/low\S13\patch09.png,S13,low
1643,./image_patches/low\S13\patch10.png,S13,low
1644,./image_patches/low\S13\patch100.png,S13,low
1645,./image_patches/low\S13\patch101.png,S13,low
1646,./image_patches/low\S13\patch102.png,S13,low
1647,./image_patches/low\S13\patch103.png,S13,low
1648,./image_patches/low\S13\patch104.png,S13,low
1649,./image_patches/low\S13\patch105.png,S13,low
1650,./image_patches/low\S13\patch106.png,S13,low
1651,./image_patches/low\S13\patch107.png,S13,low
1652,./image_patches/low\S13\patch108.png,S13,low
1653,./image_patches/low\S13\patch109.png,S13,low
1654,./image_patches/low\S13\patch11.png,S13,low
1655,./image_patches/low\S13\patch110.png,S13,low
1656,./image_patches/low\S13\patch111.png,S13,low
1657,./image_patches/low\S13\patch112.png,S13,low
1658,./image_patches/low\S13\patch113.png,S13,low
1659,./image_patches/low\S13\patch114.png,S13,low
1660,./image_patches/low\S13\patch115.png,S13,low
1661,./image_patches/low\S13\patch116.png,S13,low
1662,./image_patches/low\S13\patch117.png,S13,low
1663,./image_patches/low\S13\patch118.png,S13,low
1664,./image_patches/low\S13\patch119.png,S13,low
1665,./image_patches/low\S13\patch12.png,S13,low
1666,./image_patches/low\S13\patch120.png,S13,low
1667,./image_patches/low\S13\patch121.png,S13,low
1668,./image_patches/low\S13\patch122.png,S13,low
1669,./image_patches/low\S13\patch123.png,S13,low
1670,./image_patches/low\S13\patch124.png,S13,low
1671,./image_patches/low\S13\patch125.png,S13,low
1672,./image_patches/low\S13\patch126.png,S13,low
1673,./image_patches/low\S13\patch13.png,S13,low
1674,./image_patches/low\S13\patch14.png,S13,low
1675,./image_patches/low\S13\patch15.png,S13,low
1676,./image_patches/low\S13\patch16.png,S13,low
1677,./image_patches/low\S13\patch17.png,S13,low
1678,./image_patches/low\S13\patch18.png,S13,low
1679,./image_patches/low\S13\patch19.png,S13,low
1680,./image_patches/low\S13\patch20.png,S13,low
1681,./image_patches/low\S13\patch21.png,S13,low
1682,./image_patches/low\S13\patch22.png,S13,low
1683,./image_patches/low\S13\patch23.png,S13,low
1684,./image_patches/low\S13\patch24.png,S13,low
1685,./image_patches/low\S13\patch25.png,S13,low
1686,./image_patches/low\S13\patch26.png,S13,low
1687,./image_patches/low\S13\patch27.png,S13,low
1688,./image_patches/low\S13\patch28.png,S13,low
1689,./image_patches/low\S13\patch29.png,S13,low
1690,./image_patches/low\S13\patch30.png,S13,low
1691,./image_patches/low\S13\patch31.png,S13,low
1692,./image_patches/low\S13\patch32.png,S13,low
1693,./image_patches/low\S13\patch33.png,S13,low
1694,./image_patches/low\S13\patch34.png,S13,low
1695,./image_patches/low\S13\patch35.png,S13,low
1696,./image_patches/low\S13\patch36.png,S13,low
1697,./image_patches/low\S13\patch37.png,S13,low
1698,./image_patches/low\S13\patch38.png,S13,low
1699,./image_patches/low\S13\patch39.png,S13,low
1700,./image_patches/low\S13\patch40.png,S13,low
1701,./image_patches/low\S13\patch41.png,S13,low
1702,./image_patches/low\S13\patch42.png,S13,low
1703,./image_patches/low\S13\patch43.png,S13,low
1704,./image_patches/low\S13\patch44.png,S13,low
1705,./image_patches/low\S13\patch45.png,S13,low
1706,./image_patches/low\S13\patch46.png,S13,low
1707,./image_patches/low\S13\patch47.png,S13,low
1708,./image_patches/low\S13\patch48.png,S13,low
1709,./image_patches/low\S13\patch49.png,S13,low
1710,./image_patches/low\S13\patch50.png,S13,low
1711,./image_patches/low\S13\patch51.png,S13,low
1712,./image_patches/low\S13\patch52.png,S13,low
1713,./image_patches/low\S13\patch53.png,S13,low
1714,./image_patches/low\S13\patch54.png,S13,low
1715,./image_patches/low\S13\patch55.png,S13,low
1716,./image_patches/low\S13\patch56.png,S13,low
1717,./image_patches/low\S13\patch57.png,S13,low
1718,./image_patches/low\S13\patch58.png,S13,low
1719,./image_patches/low\S13\patch59.png,S13,low
1720,./image_patches/low\S13\patch60.png,S13,low
1721,./image_patches/low\S13\patch61.png,S13,low
1722,./image_patches/low\S13\patch62.png,S13,low
1723,./image_patches/low\S13\patch63.png,S13,low
1724,./image_patches/low\S13\patch64.png,S13,low
1725,./image_patches/low\S13\patch65.png,S13,low
1726,./image_patches/low\S13\patch66.png,S13,low
1727,./image_patches/low\S13\patch67.png,S13,low
1728,./image_patches/low\S13\patch68.png,S13,low
1729,./image_patches/low\S13\patch69.png,S13,low
1730,./image_patches/low\S13\patch70.png,S13,low
1731,./image_patches/low\S13\patch71.png,S13,low
1732,./image_patches/low\S13\patch72.png,S13,low
1733,./image_patches/low\S13\patch73.png,S13,low
1734,./image_patches/low\S13\patch74.png,S13,low
1735,./image_patches/low\S13\patch75.png,S13,low
1736,./image_patches/low\S13\patch76.png,S13,low
1737,./image_patches/low\S13\patch77.png,S13,low
1738,./image_patches/low\S13\patch78.png,S13,low
1739,./image_patches/low\S13\patch79.png,S13,low
1740,./image_patches/low\S13\patch80.png,S13,low
1741,./image_patches/low\S13\patch81.png,S13,low
1742,./image_patches/low\S13\patch82.png,S13,low
1743,./image_patches/low\S13\patch83.png,S13,low
1744,./image_patches/low\S13\patch84.png,S13,low
1745,./image_patches/low\S13\patch85.png,S13,low
1746,./image_patches/low\S13\patch86.png,S13,low
1747,./image_patches/low\S13\patch87.png,S13,low
1748,./image_patches/low\S13\patch88.png,S13,low
1749,./image_patches/low\S13\patch89.png,S13,low
1750,./image_patches/low\S13\patch90.png,S13,low
1751,./image_patches/low\S13\patch91.png,S13,low
1752,./image_patches/low\S13\patch92.png,S13,low
1753,./image_patches/low\S13\patch93.png,S13,low
1754,./image_patches/low\S13\patch94.png,S13,low
1755,./image_patches/low\S13\patch95.png,S13,low
1756,./image_patches/low\S13\patch96.png,S13,low
1757,./image_patches/low\S13\patch97.png,S13,low
1758,./image_patches/low\S13\patch98.png,S13,low
1759,./image_patches/low\S13\patch99.png,S13,low
1760,./image_patches/low\S14\patch01.png,S14,low
1761,./image_patches/low\S14\patch02.png,S14,low
1762,./image_patches/low\S14\patch03.png,S14,low
1763,./image_patches/low\S14\patch04.png,S14,low
1764,./image_patches/low\S14\patch05.png,S14,low
1765,./image_patches/low\S14\patch06.png,S14,low
1766,./image_patches/low\S14\patch07.png,S14,low
1767,./image_patches/low\S14\patch08.png,S14,low
1768,./image_patches/low\S14\patch09.png,S14,low
1769,./image_patches/low\S14\patch10.png,S14,low
1770,./image_patches/low\S14\patch100.png,S14,low
1771,./image_patches/low\S14\patch101.png,S14,low
1772,./image_patches/low\S14\patch102.png,S14,low
1773,./image_patches/low\S14\patch103.png,S14,low
1774,./image_patches/low\S14\patch104.png,S14,low
1775,./image_patches/low\S14\patch105.png,S14,low
1776,./image_patches/low\S14\patch106.png,S14,low
1777,./image_patches/low\S14\patch107.png,S14,low
1778,./image_patches/low\S14\patch108.png,S14,low
1779,./image_patches/low\S14\patch109.png,S14,low
1780,./image_patches/low\S14\patch11.png,S14,low
1781,./image_patches/low\S14\patch110.png,S14,low
1782,./image_patches/low\S14\patch111.png,S14,low
1783,./image_patches/low\S14\patch112.png,S14,low
1784,./image_patches/low\S14\patch113.png,S14,low
1785,./image_patches/low\S14\patch114.png,S14,low
1786,./image_patches/low\S14\patch115.png,S14,low
1787,./image_patches/low\S14\patch116.png,S14,low
1788,./image_patches/low\S14\patch117.png,S14,low
1789,./image_patches/low\S14\patch118.png,S14,low
1790,./image_patches/low\S14\patch119.png,S14,low
1791,./image_patches/low\S14\patch12.png,S14,low
1792,./image_patches/low\S14\patch120.png,S14,low
1793,./image_patches/low\S14\patch121.png,S14,low
1794,./image_patches/low\S14\patch122.png,S14,low
1795,./image_patches/low\S14\patch123.png,S14,low
1796,./image_patches/low\S14\patch124.png,S14,low
1797,./image_patches/low\S14\patch125.png,S14,low
1798,./image_patches/low\S14\patch126.png,S14,low
1799,./image_patches/low\S14\patch127.png,S14,low
1800,./image_patches/low\S14\patch13.png,S14,low
1801,./image_patches/low\S14\patch14.png,S14,low
1802,./image_patches/low\S14\patch15.png,S14,low
1803,./image_patches/low\S14\patch16.png,S14,low
1804,./image_patches/low\S14\patch17.png,S14,low
1805,./image_patches/low\S14\patch18.png,S14,low
1806,./image_patches/low\S14\patch19.png,S14,low
1807,./image_patches/low\S14\patch20.png,S14,low
1808,./image_patches/low\S14\patch21.png,S14,low
1809,./image_patches/low\S14\patch22.png,S14,low
1810,./image_patches/low\S14\patch23.png,S14,low
1811,./image_patches/low\S14\patch24.png,S14,low
1812,./image_patches/low\S14\patch25.png,S14,low
1813,./image_patches/low\S14\patch26.png,S14,low
1814,./image_patches/low\S14\patch27.png,S14,low
1815,./image_patches/low\S14\patch28.png,S14,low
1816,./image_patches/low\S14\patch29.png,S14,low
1817,./image_patches/low\S14\patch30.png,S14,low
1818,./image_patches/low\S14\patch31.png,S14,low
1819,./image_patches/low\S14\patch32.png,S14,low
1820,./image_patches/low\S14\patch33.png,S14,low
1821,./image_patches/low\S14\patch34.png,S14,low
1822,./image_patches/low\S14\patch35.png,S14,low
1823,./image_patches/low\S14\patch36.png,S14,low
1824,./image_patches/low\S14\patch37.png,S14,low
1825,./image_patches/low\S14\patch38.png,S14,low
1826,./image_patches/low\S14\patch39.png,S14,low
1827,./image_patches/low\S14\patch40.png,S14,low
1828,./image_patches/low\S14\patch41.png,S14,low
1829,./image_patches/low\S14\patch42.png,S14,low
1830,./image_patches/low\S14\patch43.png,S14,low
1831,./image_patches/low\S14\patch44.png,S14,low
1832,./image_patches/low\S14\patch45.png,S14,low
1833,./image_patches/low\S14\patch46.png,S14,low
1834,./image_patches/low\S14\patch47.png,S14,low
1835,./image_patches/low\S14\patch48.png,S14,low
1836,./image_patches/low\S14\patch49.png,S14,low
1837,./image_patches/low\S14\patch50.png,S14,low
1838,./image_patches/low\S14\patch51.png,S14,low
1839,./image_patches/low\S14\patch52.png,S14,low
1840,./image_patches/low\S14\patch53.png,S14,low
1841,./image_patches/low\S14\patch54.png,S14,low
1842,./image_patches/low\S14\patch55.png,S14,low
1843,./image_patches/low\S14\patch56.png,S14,low
1844,./image_patches/low\S14\patch57.png,S14,low
1845,./image_patches/low\S14\patch58.png,S14,low
1846,./image_patches/low\S14\patch59.png,S14,low
1847,./image_patches/low\S14\patch60.png,S14,low
1848,./image_patches/low\S14\patch61.png,S14,low
1849,./image_patches/low\S14\patch62.png,S14,low
1850,./image_patches/low\S14\patch63.png,S14,low
1851,./image_patches/low\S14\patch64.png,S14,low
1852,./image_patches/low\S14\patch65.png,S14,low
1853,./image_patches/low\S14\patch66.png,S14,low
1854,./image_patches/low\S14\patch67.png,S14,low
1855,./image_patches/low\S14\patch68.png,S14,low
1856,./image_patches/low\S14\patch69.png,S14,low
1857,./image_patches/low\S14\patch70.png,S14,low
1858,./image_patches/low\S14\patch71.png,S14,low
1859,./image_patches/low\S14\patch72.png,S14,low
1860,./image_patches/low\S14\patch73.png,S14,low
1861,./image_patches/low\S14\patch74.png,S14,low
1862,./image_patches/low\S14\patch75.png,S14,low
1863,./image_patches/low\S14\patch76.png,S14,low
1864,./image_patches/low\S14\patch77.png,S14,low
1865,./image_patches/low\S14\patch78.png,S14,low
1866,./image_patches/low\S14\patch79.png,S14,low
1867,./image_patches/low\S14\patch80.png,S14,low
1868,./image_patches/low\S14\patch81.png,S14,low
1869,./image_patches/low\S14\patch82.png,S14,low
1870,./image_patches/low\S14\patch83.png,S14,low
1871,./image_patches/low\S14\patch84.png,S14,low
1872,./image_patches/low\S14\patch85.png,S14,low
1873,./image_patches/low\S14\patch86.png,S14,low
1874,./image_patches/low\S14\patch87.png,S14,low
1875,./image_patches/low\S14\patch88.png,S14,low
1876,./image_patches/low\S14\patch89.png,S14,low
1877,./image_patches/low\S14\patch90.png,S14,low
1878,./image_patches/low\S14\patch91.png,S14,low
1879,./image_patches/low\S14\patch92.png,S14,low
1880,./image_patches/low\S14\patch93.png,S14,low
1881,./image_patches/low\S14\patch94.png,S14,low
1882,./image_patches/low\S14\patch95.png,S14,low
1883,./image_patches/low\S14\patch96.png,S14,low
1884,./image_patches/low\S14\patch97.png,S14,low
1885,./image_patches/low\S14\patch98.png,S14,low
1886,./image_patches/low\S14\patch99.png,S14,low
1887,./image_patches/optimal\S15\patch01.png,S15,optimal
1888,./image_patches/optimal\S15\patch02.png,S15,optimal
1889,./image_patches/optimal\S15\patch03.png,S15,optimal
1890,./image_patches/optimal\S15\patch04.png,S15,optimal
1891,./image_patches/optimal\S15\patch05.png,S15,optimal
1892,./image_patches/optimal\S15\patch06.png,S15,optimal
1893,./image_patches/optimal\S15\patch07.png,S15,optimal
1894,./image_patches/optimal\S15\patch08.png,S15,optimal
1895,./image_patches/optimal\S15\patch09.png,S15,optimal
1896,./image_patches/optimal\S15\patch10.png,S15,optimal
1897,./image_patches/optimal\S15\patch100.png,S15,optimal
1898,./image_patches/optimal\S15\patch101.png,S15,optimal
1899,./image_patches/optimal\S15\patch102.png,S15,optimal
1900,./image_patches/optimal\S15\patch103.png,S15,optimal
1901,./image_patches/optimal\S15\patch104.png,S15,optimal
1902,./image_patches/optimal\S15\patch105.png,S15,optimal
1903,./image_patches/optimal\S15\patch106.png,S15,optimal
1904,./image_patches/optimal\S15\patch107.png,S15,optimal
1905,./image_patches/optimal\S15\patch108.png,S15,optimal
1906,./image_patches/optimal\S15\patch109.png,S15,optimal
1907,./image_patches/optimal\S15\patch11.png,S15,optimal
1908,./image_patches/optimal\S15\patch110.png,S15,optimal
1909,./image_patches/optimal\S15\patch111.png,S15,optimal
1910,./image_patches/optimal\S15\patch112.png,S15,optimal
1911,./image_patches/optimal\S15\patch113.png,S15,optimal
1912,./image_patches/optimal\S15\patch12.png,S15,optimal
1913,./image_patches/optimal\S15\patch13.png,S15,optimal
1914,./image_patches/optimal\S15\patch14.png,S15,optimal
