,filedir,S_id,label
4636,./image_patches/high\S33\patch125.png,S33,high
1262,./image_patches/low\S10\patch191.png,S10,low
3693,./image_patches/high\S26\patch62.png,S26,high
2346,./image_patches/optimal\S18\patch81.png,S18,optimal
2435,./image_patches/optimal\S19\patch46.png,S19,optimal
3589,./image_patches/high\S26\patch175.png,S26,high
2988,./image_patches/optimal\S23\patch47.png,S23,optimal
1068,./image_patches/low\S09\patch16.png,S09,low
3109,./image_patches/high\S24\patch153.png,S24,high
837,./image_patches/low\S07\patch41.png,S07,low
4534,./image_patches/high\S32\patch35.png,S32,high
4275,./image_patches/high\S30\patch32.png,S30,high
1549,./image_patches/low\S12\patch15.png,S12,low
391,./image_patches/low\S04\patch08.png,S04,low
3080,./image_patches/high\S24\patch127.png,S24,high
4512,./image_patches/high\S32\patch13.png,S32,high
362,./image_patches/low\S03\patch78.png,S03,low
3674,./image_patches/high\S26\patch43.png,S26,high
1481,./image_patches/low\S11\patch73.png,S11,low
4811,./image_patches/high\S34\patch56.png,S34,high
1316,./image_patches/low\S10\patch36.png,S10,low
4638,./image_patches/high\S33\patch127.png,S33,high
4309,./image_patches/high\S30\patch66.png,S30,high
3567,./image_patches/high\S26\patch155.png,S26,high
2031,./image_patches/optimal\S16\patch16.png,S16,optimal
2067,./image_patches/optimal\S16\patch52.png,S16,optimal
3566,./image_patches/high\S26\patch154.png,S26,high
3576,./image_patches/high\S26\patch163.png,S26,high
806,./image_patches/low\S07\patch126.png,S07,low
1781,./image_patches/low\S14\patch110.png,S14,low
3099,./image_patches/high\S24\patch144.png,S24,high
2121,./image_patches/optimal\S17\patch07.png,S17,optimal
1217,./image_patches/low\S10\patch150.png,S10,low
4342,./image_patches/high\S30\patch99.png,S30,high
2975,./image_patches/optimal\S23\patch34.png,S23,optimal
2876,./image_patches/optimal\S23\patch127.png,S23,optimal
2185,./image_patches/optimal\S17\patch45.png,S17,optimal
3388,./image_patches/high\S25\patch20.png,S25,high
2919,./image_patches/optimal\S23\patch166.png,S23,optimal
3165,./image_patches/high\S24\patch204.png,S24,high
1799,./image_patches/low\S14\patch127.png,S14,low
3835,./image_patches/high\S27\patch186.png,S27,high
529,./image_patches/low\S05\patch107.png,S05,low
584,./image_patches/low\S05\patch44.png,S05,low
3177,./image_patches/high\S24\patch215.png,S24,high
3479,./image_patches/high\S25\patch82.png,S25,high
3948,./image_patches/high\S27\patch89.png,S27,high
2629,./image_patches/optimal\S21\patch113.png,S21,optimal
1283,./image_patches/low\S10\patch210.png,S10,low
2357,./image_patches/optimal\S18\patch92.png,S18,optimal
199,./image_patches/low\S02\patch43.png,S02,low
4378,./image_patches/high\S31\patch123.png,S31,high
3140,./image_patches/high\S24\patch181.png,S24,high
2772,./image_patches/optimal\S22\patch35.png,S22,optimal
183,./image_patches/low\S02\patch27.png,S02,low
1519,./image_patches/low\S12\patch101.png,S12,low
4423,./image_patches/high\S31\patch52.png,S31,high
1023,./image_patches/low\S08\patch99.png,S08,low
3183,./image_patches/high\S24\patch220.png,S24,high
4385,./image_patches/high\S31\patch14.png,S31,high
2286,./image_patches/optimal\S18\patch21.png,S18,optimal
3588,./image_patches/high\S26\patch174.png,S26,high
580,./image_patches/low\S05\patch40.png,S05,low
904,./image_patches/low\S08\patch09.png,S08,low
1775,./image_patches/low\S14\patch105.png,S14,low
4836,./image_patches/high\S34\patch81.png,S34,high
3907,./image_patches/high\S27\patch48.png,S27,high
3347,./image_patches/high\S25\patch162.png,S25,high
1259,./image_patches/low\S10\patch189.png,S10,low
1796,./image_patches/low\S14\patch124.png,S14,low
1515,./image_patches/low\S12\patch08.png,S12,low
1177,./image_patches/low\S10\patch114.png,S10,low
4159,./image_patches/high\S29\patch44.png,S29,high
2080,./image_patches/optimal\S16\patch65.png,S16,optimal
3651,./image_patches/high\S26\patch231.png,S26,high
692,./image_patches/low\S06\patch24.png,S06,low
3996,./image_patches/high\S28\patch125.png,S28,high
1404,./image_patches/low\S11\patch113.png,S11,low
1223,./image_patches/low\S10\patch156.png,S10,low
2698,./image_patches/optimal\S21\patch77.png,S21,optimal
1094,./image_patches/low\S09\patch42.png,S09,low
249,./image_patches/low\S02\patch93.png,S02,low
1065,./image_patches/low\S09\patch13.png,S09,low
3397,./image_patches/high\S25\patch208.png,S25,high
1701,./image_patches/low\S13\patch41.png,S13,low
4669,./image_patches/high\S33\patch42.png,S33,high
1530,./image_patches/low\S12\patch111.png,S12,low
1015,./image_patches/low\S08\patch91.png,S08,low
799,./image_patches/low\S07\patch12.png,S07,low
4834,./image_patches/high\S34\patch79.png,S34,high
470,./image_patches/low\S04\patch58.png,S04,low
1710,./image_patches/low\S13\patch50.png,S13,low
2290,./image_patches/optimal\S18\patch25.png,S18,optimal
2930,./image_patches/optimal\S23\patch176.png,S23,optimal
4214,./image_patches/high\S29\patch99.png,S29,high
2415,./image_patches/optimal\S19\patch26.png,S19,optimal
4773,./image_patches/high\S34\patch18.png,S34,high
772,./image_patches/low\S07\patch05.png,S07,low
4802,./image_patches/high\S34\patch47.png,S34,high
1604,./image_patches/low\S12\patch70.png,S12,low
2498,./image_patches/optimal\S20\patch10.png,S20,optimal
3502,./image_patches/high\S26\patch06.png,S26,high
2389,./image_patches/optimal\S19\patch113.png,S19,optimal
2095,./image_patches/optimal\S16\patch80.png,S16,optimal
2142,./image_patches/optimal\S17\patch116.png,S17,optimal
2643,./image_patches/optimal\S21\patch22.png,S21,optimal
3533,./image_patches/high\S26\patch124.png,S26,high
2937,./image_patches/optimal\S23\patch182.png,S23,optimal
909,./image_patches/low\S08\patch103.png,S08,low
2054,./image_patches/optimal\S16\patch39.png,S16,optimal
1844,./image_patches/low\S14\patch57.png,S14,low
4552,./image_patches/high\S32\patch53.png,S32,high
4200,./image_patches/high\S29\patch85.png,S29,high
3257,./image_patches/high\S24\patch88.png,S24,high
1397,./image_patches/low\S11\patch107.png,S11,low
4326,./image_patches/high\S30\patch83.png,S30,high
4256,./image_patches/high\S30\patch13.png,S30,high
3419,./image_patches/high\S25\patch228.png,S25,high
4168,./image_patches/high\S29\patch53.png,S29,high
3062,./image_patches/high\S24\patch110.png,S24,high
1903,./image_patches/optimal\S15\patch106.png,S15,optimal
2872,./image_patches/optimal\S23\patch123.png,S23,optimal
237,./image_patches/low\S02\patch81.png,S02,low
1572,./image_patches/low\S12\patch38.png,S12,low
3597,./image_patches/high\S26\patch182.png,S26,high
2108,./image_patches/optimal\S16\patch93.png,S16,optimal
4564,./image_patches/high\S32\patch65.png,S32,high
1078,./image_patches/low\S09\patch26.png,S09,low
3630,./image_patches/high\S26\patch212.png,S26,high
4770,./image_patches/high\S34\patch15.png,S34,high
4024,./image_patches/high\S28\patch37.png,S28,high
1200,./image_patches/low\S10\patch135.png,S10,low
3813,./image_patches/high\S27\patch166.png,S27,high
3044,./image_patches/high\S24\patch04.png,S24,high
4688,./image_patches/high\S33\patch61.png,S33,high
1817,./image_patches/low\S14\patch30.png,S14,low
2474,./image_patches/optimal\S19\patch85.png,S19,optimal
863,./image_patches/low\S07\patch67.png,S07,low
3877,./image_patches/high\S27\patch224.png,S27,high
98,./image_patches/low\S01\patch70.png,S01,low
2870,./image_patches/optimal\S23\patch121.png,S23,optimal
1634,./image_patches/low\S13\patch01.png,S13,low
796,./image_patches/low\S07\patch117.png,S07,low
1027,./image_patches/low\S09\patch04.png,S09,low
2378,./image_patches/optimal\S19\patch103.png,S19,optimal
2747,./image_patches/optimal\S22\patch116.png,S22,optimal
482,./image_patches/low\S04\patch70.png,S04,low
1805,./image_patches/low\S14\patch18.png,S14,low
200,./image_patches/low\S02\patch44.png,S02,low
1225,./image_patches/low\S10\patch158.png,S10,low
320,./image_patches/low\S03\patch36.png,S03,low
1163,./image_patches/low\S10\patch101.png,S10,low
1978,./image_patches/optimal\S15\patch78.png,S15,optimal
932,./image_patches/low\S08\patch124.png,S08,low
4822,./image_patches/high\S34\patch67.png,S34,high
1055,./image_patches/low\S09\patch12.png,S09,low
3720,./image_patches/high\S26\patch89.png,S26,high
759,./image_patches/low\S06\patch91.png,S06,low
2234,./image_patches/optimal\S17\patch94.png,S17,optimal
1689,./image_patches/low\S13\patch29.png,S13,low
3990,./image_patches/high\S28\patch12.png,S28,high
3621,./image_patches/high\S26\patch204.png,S26,high
1322,./image_patches/low\S10\patch42.png,S10,low
3407,./image_patches/high\S25\patch217.png,S25,high
1703,./image_patches/low\S13\patch43.png,S13,low
389,./image_patches/low\S04\patch06.png,S04,low
1004,./image_patches/low\S08\patch80.png,S08,low
4227,./image_patches/high\S30\patch102.png,S30,high
785,./image_patches/low\S07\patch107.png,S07,low
2057,./image_patches/optimal\S16\patch42.png,S16,optimal
2243,./image_patches/optimal\S18\patch04.png,S18,optimal
3957,./image_patches/high\S27\patch98.png,S27,high
2618,./image_patches/optimal\S21\patch103.png,S21,optimal
2209,./image_patches/optimal\S17\patch69.png,S17,optimal
593,./image_patches/low\S05\patch53.png,S05,low
1576,./image_patches/low\S12\patch42.png,S12,low
4124,./image_patches/high\S29\patch125.png,S29,high
4165,./image_patches/high\S29\patch50.png,S29,high
4345,./image_patches/high\S31\patch03.png,S31,high
2833,./image_patches/optimal\S22\patch96.png,S22,optimal
2516,./image_patches/optimal\S20\patch116.png,S20,optimal
2696,./image_patches/optimal\S21\patch75.png,S21,optimal
2826,./image_patches/optimal\S22\patch89.png,S22,optimal
2499,./image_patches/optimal\S20\patch100.png,S20,optimal
1821,./image_patches/low\S14\patch34.png,S14,low
2969,./image_patches/optimal\S23\patch28.png,S23,optimal
3810,./image_patches/high\S27\patch163.png,S27,high
1156,./image_patches/low\S10\patch05.png,S10,low
131,./image_patches/low\S02\patch04.png,S02,low
528,./image_patches/low\S05\patch106.png,S05,low
1560,./image_patches/low\S12\patch26.png,S12,low
2749,./image_patches/optimal\S22\patch12.png,S22,optimal
2613,./image_patches/optimal\S21\patch09.png,S21,optimal
2736,./image_patches/optimal\S22\patch105.png,S22,optimal
995,./image_patches/low\S08\patch71.png,S08,low
3546,./image_patches/high\S26\patch136.png,S26,high
2740,./image_patches/optimal\S22\patch109.png,S22,optimal
2306,./image_patches/optimal\S18\patch41.png,S18,optimal
3560,./image_patches/high\S26\patch149.png,S26,high
1709,./image_patches/low\S13\patch49.png,S13,low
267,./image_patches/low\S03\patch101.png,S03,low
1890,./image_patches/optimal\S15\patch04.png,S15,optimal
2422,./image_patches/optimal\S19\patch33.png,S19,optimal
2967,./image_patches/optimal\S23\patch26.png,S23,optimal
4211,./image_patches/high\S29\patch96.png,S29,high
2566,./image_patches/optimal\S20\patch61.png,S20,optimal
1823,./image_patches/low\S14\patch36.png,S14,low
1567,./image_patches/low\S12\patch33.png,S12,low
4500,./image_patches/high\S32\patch118.png,S32,high
629,./image_patches/low\S05\patch89.png,S05,low
2545,./image_patches/optimal\S20\patch40.png,S20,optimal
3732,./image_patches/high\S27\patch02.png,S27,high
2332,./image_patches/optimal\S18\patch67.png,S18,optimal
2704,./image_patches/optimal\S21\patch83.png,S21,optimal
2227,./image_patches/optimal\S17\patch87.png,S17,optimal
1008,./image_patches/low\S08\patch84.png,S08,low
1292,./image_patches/low\S10\patch219.png,S10,low
2850,./image_patches/optimal\S23\patch103.png,S23,optimal
4384,./image_patches/high\S31\patch13.png,S31,high
1172,./image_patches/low\S10\patch11.png,S10,low
3858,./image_patches/high\S27\patch207.png,S27,high
462,./image_patches/low\S04\patch50.png,S04,low
4493,./image_patches/high\S32\patch111.png,S32,high
3493,./image_patches/high\S25\patch96.png,S25,high
3861,./image_patches/high\S27\patch21.png,S27,high
723,./image_patches/low\S06\patch55.png,S06,low
4121,./image_patches/high\S29\patch122.png,S29,high
287,./image_patches/low\S03\patch12.png,S03,low
865,./image_patches/low\S07\patch69.png,S07,low
1425,./image_patches/low\S11\patch17.png,S11,low
928,./image_patches/low\S08\patch120.png,S08,low
4224,./image_patches/high\S30\patch10.png,S30,high
4435,./image_patches/high\S31\patch64.png,S31,high
2457,./image_patches/optimal\S19\patch68.png,S19,optimal
3642,./image_patches/high\S26\patch223.png,S26,high
4849,./image_patches/high\S34\patch94.png,S34,high
3332,./image_patches/high\S25\patch149.png,S25,high
1875,./image_patches/low\S14\patch88.png,S14,low
3154,./image_patches/high\S24\patch194.png,S24,high
2502,./image_patches/optimal\S20\patch103.png,S20,optimal
2089,./image_patches/optimal\S16\patch74.png,S16,optimal
1421,./image_patches/low\S11\patch13.png,S11,low
144,./image_patches/low\S02\patch106.png,S02,low
3956,./image_patches/high\S27\patch97.png,S27,high
2902,./image_patches/optimal\S23\patch150.png,S23,optimal
408,./image_patches/low\S04\patch113.png,S04,low
2734,./image_patches/optimal\S22\patch103.png,S22,optimal
2430,./image_patches/optimal\S19\patch41.png,S19,optimal
1352,./image_patches/low\S10\patch72.png,S10,low
305,./image_patches/low\S03\patch21.png,S03,low
3714,./image_patches/high\S26\patch83.png,S26,high
4803,./image_patches/high\S34\patch48.png,S34,high
4813,./image_patches/high\S34\patch58.png,S34,high
801,./image_patches/low\S07\patch121.png,S07,low
586,./image_patches/low\S05\patch46.png,S05,low
1393,./image_patches/low\S11\patch103.png,S11,low
2210,./image_patches/optimal\S17\patch70.png,S17,optimal
190,./image_patches/low\S02\patch34.png,S02,low
4282,./image_patches/high\S30\patch39.png,S30,high
2367,./image_patches/optimal\S19\patch03.png,S19,optimal
1474,./image_patches/low\S11\patch66.png,S11,low
3477,./image_patches/high\S25\patch80.png,S25,high
3780,./image_patches/high\S27\patch136.png,S27,high
4672,./image_patches/high\S33\patch45.png,S33,high
2254,./image_patches/optimal\S18\patch104.png,S18,optimal
3754,./image_patches/high\S27\patch112.png,S27,high
2338,./image_patches/optimal\S18\patch73.png,S18,optimal
3414,./image_patches/high\S25\patch223.png,S25,high
3943,./image_patches/high\S27\patch84.png,S27,high
428,./image_patches/low\S04\patch16.png,S04,low
3606,./image_patches/high\S26\patch190.png,S26,high
4048,./image_patches/high\S28\patch61.png,S28,high
3626,./image_patches/high\S26\patch209.png,S26,high
2251,./image_patches/optimal\S18\patch101.png,S18,optimal
920,./image_patches/low\S08\patch113.png,S08,low
3783,./image_patches/high\S27\patch139.png,S27,high
4069,./image_patches/high\S28\patch82.png,S28,high
2681,./image_patches/optimal\S21\patch60.png,S21,optimal
1427,./image_patches/low\S11\patch19.png,S11,low
3921,./image_patches/high\S27\patch62.png,S27,high
2592,./image_patches/optimal\S20\patch87.png,S20,optimal
2160,./image_patches/optimal\S17\patch20.png,S17,optimal
927,./image_patches/low\S08\patch12.png,S08,low
4463,./image_patches/high\S31\patch92.png,S31,high
4465,./image_patches/high\S31\patch94.png,S31,high
2632,./image_patches/optimal\S21\patch116.png,S21,optimal
117,./image_patches/low\S01\patch89.png,S01,low
1900,./image_patches/optimal\S15\patch103.png,S15,optimal
4088,./image_patches/high\S29\patch02.png,S29,high
653,./image_patches/low\S06\patch103.png,S06,low
2252,./image_patches/optimal\S18\patch102.png,S18,optimal
4620,./image_patches/high\S33\patch110.png,S33,high
1344,./image_patches/low\S10\patch64.png,S10,low
2247,./image_patches/optimal\S18\patch08.png,S18,optimal
3179,./image_patches/high\S24\patch217.png,S24,high
4127,./image_patches/high\S29\patch128.png,S29,high
4172,./image_patches/high\S29\patch57.png,S29,high
4305,./image_patches/high\S30\patch62.png,S30,high
1598,./image_patches/low\S12\patch64.png,S12,low
2561,./image_patches/optimal\S20\patch56.png,S20,optimal
1864,./image_patches/low\S14\patch77.png,S14,low
363,./image_patches/low\S03\patch79.png,S03,low
4047,./image_patches/high\S28\patch60.png,S28,high
1216,./image_patches/low\S10\patch15.png,S10,low
4076,./image_patches/high\S28\patch89.png,S28,high
2153,./image_patches/optimal\S17\patch13.png,S17,optimal
3753,./image_patches/high\S27\patch111.png,S27,high
2909,./image_patches/optimal\S23\patch157.png,S23,optimal
4528,./image_patches/high\S32\patch29.png,S32,high
948,./image_patches/low\S08\patch24.png,S08,low
3912,./image_patches/high\S27\patch53.png,S27,high
316,./image_patches/low\S03\patch32.png,S03,low
4012,./image_patches/high\S28\patch25.png,S28,high
2513,./image_patches/optimal\S20\patch113.png,S20,optimal
348,./image_patches/low\S03\patch64.png,S03,low
1534,./image_patches/low\S12\patch115.png,S12,low
1793,./image_patches/low\S14\patch121.png,S14,low
4251,./image_patches/high\S30\patch124.png,S30,high
2042,./image_patches/optimal\S16\patch27.png,S16,optimal
1376,./image_patches/low\S10\patch96.png,S10,low
2379,./image_patches/optimal\S19\patch104.png,S19,optimal
1715,./image_patches/low\S13\patch55.png,S13,low
2130,./image_patches/optimal\S17\patch105.png,S17,optimal
3195,./image_patches/high\S24\patch26.png,S24,high
3371,./image_patches/high\S25\patch184.png,S25,high
3174,./image_patches/high\S24\patch212.png,S24,high
829,./image_patches/low\S07\patch33.png,S07,low
2323,./image_patches/optimal\S18\patch58.png,S18,optimal
2799,./image_patches/optimal\S22\patch62.png,S22,optimal
1919,./image_patches/optimal\S15\patch19.png,S15,optimal
874,./image_patches/low\S07\patch78.png,S07,low
2351,./image_patches/optimal\S18\patch86.png,S18,optimal
1278,./image_patches/low\S10\patch206.png,S10,low
2485,./image_patches/optimal\S19\patch96.png,S19,optimal
4235,./image_patches/high\S30\patch11.png,S30,high
1449,./image_patches/low\S11\patch41.png,S11,low
3752,./image_patches/high\S27\patch110.png,S27,high
3093,./image_patches/high\S24\patch139.png,S24,high
2512,./image_patches/optimal\S20\patch112.png,S20,optimal
2493,./image_patches/optimal\S20\patch05.png,S20,optimal
3691,./image_patches/high\S26\patch60.png,S26,high
2107,./image_patches/optimal\S16\patch92.png,S16,optimal
1587,./image_patches/low\S12\patch53.png,S12,low
203,./image_patches/low\S02\patch47.png,S02,low
3685,./image_patches/high\S26\patch54.png,S26,high
2737,./image_patches/optimal\S22\patch106.png,S22,optimal
3417,./image_patches/high\S25\patch226.png,S25,high
520,./image_patches/low\S05\patch09.png,S05,low
601,./image_patches/low\S05\patch61.png,S05,low
2669,./image_patches/optimal\S21\patch48.png,S21,optimal
2473,./image_patches/optimal\S19\patch84.png,S19,optimal
3574,./image_patches/high\S26\patch161.png,S26,high
3697,./image_patches/high\S26\patch66.png,S26,high
3726,./image_patches/high\S26\patch95.png,S26,high
4255,./image_patches/high\S30\patch128.png,S30,high
3535,./image_patches/high\S26\patch126.png,S26,high
1871,./image_patches/low\S14\patch84.png,S14,low
1051,./image_patches/low\S09\patch116.png,S09,low
1668,./image_patches/low\S13\patch122.png,S13,low
3305,./image_patches/high\S25\patch124.png,S25,high
2905,./image_patches/optimal\S23\patch153.png,S23,optimal
3585,./image_patches/high\S26\patch171.png,S26,high
4683,./image_patches/high\S33\patch56.png,S33,high
427,./image_patches/low\S04\patch15.png,S04,low
3571,./image_patches/high\S26\patch159.png,S26,high
2225,./image_patches/optimal\S17\patch85.png,S17,optimal
2183,./image_patches/optimal\S17\patch43.png,S17,optimal
3648,./image_patches/high\S26\patch229.png,S26,high
4422,./image_patches/high\S31\patch51.png,S31,high
2405,./image_patches/optimal\S19\patch16.png,S19,optimal
2240,./image_patches/optimal\S18\patch01.png,S18,optimal
1798,./image_patches/low\S14\patch126.png,S14,low
550,./image_patches/low\S05\patch126.png,S05,low
111,./image_patches/low\S01\patch83.png,S01,low
3796,./image_patches/high\S27\patch150.png,S27,high
929,./image_patches/low\S08\patch121.png,S08,low
4183,./image_patches/high\S29\patch68.png,S29,high
3222,./image_patches/high\S24\patch53.png,S24,high
1914,./image_patches/optimal\S15\patch14.png,S15,optimal
564,./image_patches/low\S05\patch24.png,S05,low
1386,./image_patches/low\S11\patch07.png,S11,low
2148,./image_patches/optimal\S17\patch121.png,S17,optimal
4439,./image_patches/high\S31\patch68.png,S31,high
56,./image_patches/low\S01\patch28.png,S01,low
502,./image_patches/low\S04\patch90.png,S04,low
2809,./image_patches/optimal\S22\patch72.png,S22,optimal
1647,./image_patches/low\S13\patch103.png,S13,low
4092,./image_patches/high\S29\patch06.png,S29,high
1018,./image_patches/low\S08\patch94.png,S08,low
2376,./image_patches/optimal\S19\patch101.png,S19,optimal
3267,./image_patches/high\S24\patch98.png,S24,high
2623,./image_patches/optimal\S21\patch108.png,S21,optimal
2158,./image_patches/optimal\S17\patch18.png,S17,optimal
3247,./image_patches/high\S24\patch78.png,S24,high
173,./image_patches/low\S02\patch17.png,S02,low
3657,./image_patches/high\S26\patch26.png,S26,high
549,./image_patches/low\S05\patch125.png,S05,low
640,./image_patches/low\S06\patch01.png,S06,low
3997,./image_patches/high\S28\patch126.png,S28,high
3386,./image_patches/high\S25\patch198.png,S25,high
2634,./image_patches/optimal\S21\patch13.png,S21,optimal
2295,./image_patches/optimal\S18\patch30.png,S18,optimal
1512,./image_patches/low\S12\patch05.png,S12,low
233,./image_patches/low\S02\patch77.png,S02,low
80,./image_patches/low\S01\patch52.png,S01,low
4187,./image_patches/high\S29\patch72.png,S29,high
152,./image_patches/low\S02\patch113.png,S02,low
666,./image_patches/low\S06\patch115.png,S06,low
3767,./image_patches/high\S27\patch124.png,S27,high
3184,./image_patches/high\S24\patch221.png,S24,high
2599,./image_patches/optimal\S20\patch94.png,S20,optimal
2395,./image_patches/optimal\S19\patch119.png,S19,optimal
4665,./image_patches/high\S33\patch38.png,S33,high
1967,./image_patches/optimal\S15\patch67.png,S15,optimal
1270,./image_patches/low\S10\patch199.png,S10,low
2476,./image_patches/optimal\S19\patch87.png,S19,optimal
2757,./image_patches/optimal\S22\patch20.png,S22,optimal
1326,./image_patches/low\S10\patch46.png,S10,low
446,./image_patches/low\S04\patch34.png,S04,low
2802,./image_patches/optimal\S22\patch65.png,S22,optimal
2792,./image_patches/optimal\S22\patch55.png,S22,optimal
3944,./image_patches/high\S27\patch85.png,S27,high
4832,./image_patches/high\S34\patch77.png,S34,high
2611,./image_patches/optimal\S21\patch07.png,S21,optimal
3849,./image_patches/high\S27\patch199.png,S27,high
3377,./image_patches/high\S25\patch19.png,S25,high
786,./image_patches/low\S07\patch108.png,S07,low
997,./image_patches/low\S08\patch73.png,S08,low
4789,./image_patches/high\S34\patch34.png,S34,high
2082,./image_patches/optimal\S16\patch67.png,S16,optimal
3976,./image_patches/high\S28\patch107.png,S28,high
3335,./image_patches/high\S25\patch151.png,S25,high
2676,./image_patches/optimal\S21\patch55.png,S21,optimal
2280,./image_patches/optimal\S18\patch15.png,S18,optimal
1786,./image_patches/low\S14\patch115.png,S14,low
4694,./image_patches/high\S33\patch67.png,S33,high
1139,./image_patches/low\S09\patch87.png,S09,low
3603,./image_patches/high\S26\patch188.png,S26,high
1940,./image_patches/optimal\S15\patch40.png,S15,optimal
976,./image_patches/low\S08\patch52.png,S08,low
4263,./image_patches/high\S30\patch20.png,S30,high
2900,./image_patches/optimal\S23\patch149.png,S23,optimal
3017,./image_patches/optimal\S23\patch76.png,S23,optimal
1670,./image_patches/low\S13\patch124.png,S13,low
944,./image_patches/low\S08\patch20.png,S08,low
3662,./image_patches/high\S26\patch31.png,S26,high
1047,./image_patches/low\S09\patch112.png,S09,low
2460,./image_patches/optimal\S19\patch71.png,S19,optimal
3632,./image_patches/high\S26\patch214.png,S26,high
661,./image_patches/low\S06\patch110.png,S06,low
3113,./image_patches/high\S24\patch157.png,S24,high
4270,./image_patches/high\S30\patch27.png,S30,high
4115,./image_patches/high\S29\patch117.png,S29,high
2985,./image_patches/optimal\S23\patch44.png,S23,optimal
2273,./image_patches/optimal\S18\patch121.png,S18,optimal
4033,./image_patches/high\S28\patch46.png,S28,high
2118,./image_patches/optimal\S17\patch04.png,S17,optimal
1997,./image_patches/optimal\S15\patch97.png,S15,optimal
3709,./image_patches/high\S26\patch78.png,S26,high
3466,./image_patches/high\S25\patch69.png,S25,high
878,./image_patches/low\S07\patch82.png,S07,low
3647,./image_patches/high\S26\patch228.png,S26,high
3694,./image_patches/high\S26\patch63.png,S26,high
3426,./image_patches/high\S25\patch29.png,S25,high
4230,./image_patches/high\S30\patch105.png,S30,high
4234,./image_patches/high\S30\patch109.png,S30,high
4429,./image_patches/high\S31\patch58.png,S31,high
647,./image_patches/low\S06\patch08.png,S06,low
1482,./image_patches/low\S11\patch74.png,S11,low
326,./image_patches/low\S03\patch42.png,S03,low
2857,./image_patches/optimal\S23\patch11.png,S23,optimal
1426,./image_patches/low\S11\patch18.png,S11,low
2708,./image_patches/optimal\S21\patch87.png,S21,optimal
1622,./image_patches/low\S12\patch88.png,S12,low
350,./image_patches/low\S03\patch66.png,S03,low
747,./image_patches/low\S06\patch79.png,S06,low
4320,./image_patches/high\S30\patch77.png,S30,high
3122,./image_patches/high\S24\patch165.png,S24,high
3175,./image_patches/high\S24\patch213.png,S24,high
744,./image_patches/low\S06\patch76.png,S06,low
343,./image_patches/low\S03\patch59.png,S03,low
1610,./image_patches/low\S12\patch76.png,S12,low
2856,./image_patches/optimal\S23\patch109.png,S23,optimal
1655,./image_patches/low\S13\patch110.png,S13,low
2447,./image_patches/optimal\S19\patch58.png,S19,optimal
3776,./image_patches/high\S27\patch132.png,S27,high
577,./image_patches/low\S05\patch37.png,S05,low
1037,./image_patches/low\S09\patch103.png,S09,low
1347,./image_patches/low\S10\patch67.png,S10,low
1298,./image_patches/low\S10\patch224.png,S10,low
4573,./image_patches/high\S32\patch74.png,S32,high
4406,./image_patches/high\S31\patch35.png,S31,high
2764,./image_patches/optimal\S22\patch27.png,S22,optimal
596,./image_patches/low\S05\patch56.png,S05,low
3661,./image_patches/high\S26\patch30.png,S26,high
179,./image_patches/low\S02\patch23.png,S02,low
1742,./image_patches/low\S13\patch82.png,S13,low
687,./image_patches/low\S06\patch19.png,S06,low
3587,./image_patches/high\S26\patch173.png,S26,high
4028,./image_patches/high\S28\patch41.png,S28,high
4364,./image_patches/high\S31\patch110.png,S31,high
3437,./image_patches/high\S25\patch40.png,S25,high
1984,./image_patches/optimal\S15\patch84.png,S15,optimal
3908,./image_patches/high\S27\patch49.png,S27,high
3734,./image_patches/high\S27\patch04.png,S27,high
1232,./image_patches/low\S10\patch164.png,S10,low
3193,./image_patches/high\S24\patch24.png,S24,high
1704,./image_patches/low\S13\patch44.png,S13,low
2388,./image_patches/optimal\S19\patch112.png,S19,optimal
207,./image_patches/low\S02\patch51.png,S02,low
308,./image_patches/low\S03\patch24.png,S03,low
3508,./image_patches/high\S26\patch101.png,S26,high
3316,./image_patches/high\S25\patch134.png,S25,high
3275,./image_patches/high\S25\patch07.png,S25,high
826,./image_patches/low\S07\patch30.png,S07,low
3900,./image_patches/high\S27\patch41.png,S27,high
2685,./image_patches/optimal\S21\patch64.png,S21,optimal
91,./image_patches/low\S01\patch63.png,S01,low
3427,./image_patches/high\S25\patch30.png,S25,high
1052,./image_patches/low\S09\patch117.png,S09,low
3928,./image_patches/high\S27\patch69.png,S27,high
2660,./image_patches/optimal\S21\patch39.png,S21,optimal
3616,./image_patches/high\S26\patch20.png,S26,high
3285,./image_patches/high\S25\patch106.png,S25,high
281,./image_patches/low\S03\patch114.png,S03,low
2275,./image_patches/optimal\S18\patch123.png,S18,optimal
3002,./image_patches/optimal\S23\patch61.png,S23,optimal
885,./image_patches/low\S07\patch89.png,S07,low
4327,./image_patches/high\S30\patch84.png,S30,high
4162,./image_patches/high\S29\patch47.png,S29,high
2706,./image_patches/optimal\S21\patch85.png,S21,optimal
784,./image_patches/low\S07\patch106.png,S07,low
4175,./image_patches/high\S29\patch60.png,S29,high
4604,./image_patches/high\S33\patch06.png,S33,high
3068,./image_patches/high\S24\patch116.png,S24,high
1115,./image_patches/low\S09\patch63.png,S09,low
1409,./image_patches/low\S11\patch118.png,S11,low
3988,./image_patches/high\S28\patch118.png,S28,high
4481,./image_patches/high\S32\patch100.png,S32,high
903,./image_patches/low\S08\patch08.png,S08,low
4262,./image_patches/high\S30\patch19.png,S30,high
